Manufacturer,Model,Category,Subcategory,URL,Part Number,System,Accounting Item Name,Short Description,Long Description,Discontinued,Tags,Phase,Labor Hours,MSRP,Unit Cost,Unit Price,Taxable,Use Tax,Preferred Vendor,Order UOM,Order UOM Units,Do Not Order,Height,Width,Depth,Weight,Rack Mounted,Rack Units,Amps,Volts,Watts,BTU,Dispersion,Bulk Wire,Start Terminal,End Terminal,Input Terminals,Input Signals,Input Labels,Output Terminals,Output Signals,Output Labels,Custom Field 1 (Income Account),Custom Field 2 (Expense Account),Custom Field 3 (Spec Sheet - Type),Custom Field 4 (Spec Sheet - Cut Out Dimensions),Custom Field 5 (Spec Sheet - Part ID),Custom Field 6,Custom Field 7,Custom Field 8,Custom Field 9,Custom Field 10,Custom Field 11,Custom Field 12 (Spec Sheet Options),Custom Field 13,Custom Field 14,Summarize,Show In Product Details Report,Approved
SNAP AV,WB-300VB-IP-5,Power and Protection,IP Controlled,https://www.snapav.com/shop/en/snapav/wattbox-ip-5-controlled-outlet-compact-power-conditioner-with-auto-reboot-wb-300vb-ip-5,WB-300VB-IP-5,AV Control and Distribution,SNAP AV:WB-300VB-IP-5,"IP Controlled Power Conditioner, 5 Outlet, 12A","The WattBox® 300 Series IP+ Compact Power Conditioner with Auto Reboot – 5 Outlet (All Controllable) is specially designed to pair with our Strong VersaBox™ Pro 14”, VersaBox™ Pro 8”, or VersaMount™. It “drops in” to any of these boxes, utilizing in-wall space beneath the box to save precious real estate inside the box for other equipment when network connectivity is lost. OvrC enablement even gives you remote feature access, real-time monitoring, and customer management all from your phone, computer, or tablet. This model offers full control of all 5 outlets, has more space for bulky power adaptors, provides premium surge protection and noise filtration, and is smart enough to automatically reboot after firmware updates. It may sound “too good,” but it’s all true.",FALSE,,Finish,0.5,411.4,206.36,411.4,TRUE,,SnapAV,,,FALSE,2.7,7.9,6.3,0,FALSE,0,12,120,1440,10,,FALSE,,,RJ45;IEC,DATA;120VAC,LAN;POWER,ACPLUG;ACPLUG;ACPLUG;ACPLUG;ACPLUG,120VAC;120VAC;120VAC;120VAC;120VAC,POWER 1;POWER 2;POWER 3;POWER 4;POWER 5,Product Revenue:Finish Phase Product Revenue,Product COGS:Finish Product COGS,,,,0,0,0,,,,,,,FALSE,TRUE,TRUE
SNAP AV,WB-300VB-IP-5 (DO NOT ORDER),Power and Protection,IP Controlled,,WB-300VB-IP-5 (DO NOT ORDER),AV Control and Distribution,SNAP AV:WB-300VB-IP-5 (DO NOT ORDER),,,FALSE,,Finish,1,326.95,,,TRUE,,SnapAV,,,TRUE,2.7,7.9,6.3,0,FALSE,0,12,120,1440,10,,FALSE,,,RJ45;IEC,DATA;120VAC,NETWORK;POWER,PLUG;PLUG;PLUG;PLUG;PLUG,120VAC;120VAC;120VAC;120VAC;120VAC,OUTLET 1;OUTLET 2;OUTLET 3;OUTLET 4;OUTLET 5,Tech Solutions Product Revenue:Finish Phase Product Revenue,Tech Solutions Product COGS:Finish Product COGS,,,,0,0,0,,,,,,,FALSE,TRUE,TRUE
SNAP AV,WB-700-IPV-12,Power and Protection,IP Controlled,https://www.snapav.com/wcsstore/ExtendedSitesCatalogAssetStore/attachments/documents/PowerManagement/Cutsheets/Wattbox_family_Cutsheet_040419.pdf,WB-700-IPV-12,AV Control and Distribution,SNAP AV:WB-700-IPV-12,"IP Controlled Power Conditioner, 12 Outlet, 15A","Power is at the heart of every install, so choose a conditioner that does it all. This WattBox features 12 IP-enabled, individually controllable outlets which can be rack mounted at virtually any angle for complete customization. It also provides three lines of defense – Self-Healing Auto Reboot, OvrC Home, and OvrC – to fix problems and prevent truck rolls. Add in robust surge protection and a dealer-centric smart outlet design, and you have a power conditioner built for every job in the queue.",FALSE,,Finish,0.5,722.15,342.34,722.15,TRUE,,SnapAV,,,FALSE,3.47,17.02,3.47,0,TRUE,2,0,0,0,0,,FALSE,,,RJ45;RJ45;;PHOENIX-2;;C13 AC,DATA;DATA;;CTRL;;120VAC,NETWORK;UPS LINK;;REMOTE TRIGGER;;POWER,RECEPTACLE;RECEPTACLE;RECEPTACLE;RECEPTACLE;RECEPTACLE;RECEPTACLE;RECEPTACLE;RECEPTACLE;RECEPTACLE;RECEPTACLE;RECEPTACLE;RECEPTACLE,120VAC;120VAC;120VAC;120VAC;120VAC;120VAC;120VAC;120VAC;120VAC;120VAC;120VAC;120VAC,CONTROLLED 1;CONTROLLED 2;CONTROLLED 3;CONTROLLED 4;CONTROLLED 5;CONTROLLED 6;CONTROLLED 7;CONTROLLED 8;CONTROLLED 9;CONTROLLED 10;CONTROLLED 11;CONTROLLED 12,Product Revenue:Finish Phase Product Revenue,Product COGS:Finish Product COGS,1,,STRIP,0,0,0,,,,,,,FALSE,TRUE,TRUE
SNAP AV,WB-800-IPVM-6,Power and Protection,IP Controlled,https://www.snapav.com/wcsstore/ExtendedSitesCatalogAssetStore/attachments/documents/PowerManagement/ManualsAndGuides/WB-800-IVPM-6_QSG.pdf,WB-800-IPVM-6,AV Control and Distribution,SNAP AV:WB-800-IPVM-6,"IP Controlled Vertical Power Conditioning Strip, 6 Outlet, 15A","Get all of the benefits of the 12 and 18-outlet 800-Series WattBox models in our most versatile form factor to date. The 6-outlet WattBox® 800-Series IP Power Conditioner fits horizontally or vertically in a small rack, in a media cabinet, under a conference table, or anywhere else you can fit it. The ability to monitor the current and voltage at each outlet in real-time offers the ultimate in troubleshooting and control to cut down on service calls, saving you time and money. All of our IP WattBox products provide three lines of defense – Self-Healing Auto Reboot, OvrC Client-Facing App, and OvrC Remote management – to fix problems quickly and often before your clients even know there’s an issue. Add in robust surge protection and compatibility with leading control systems, and you have a power conditioner built for every job in the queue.",FALSE,,Finish,0.5,449.95,242.96,449.95,TRUE,,SnapAV,,,FALSE,1.73,17,2.17,0,FALSE,12,0.042,120,5,17.2,,FALSE,,,RJ45;RJ45;RJ45;;C13 AC,DATA;DATA;DATA;;120VAC,NETWORK;ACCESSORY;UPS LINK;;POWER,RECEPTACLE;RECEPTACLE;RECEPTACLE;RECEPTACLE;RECEPTACLE;RECEPTACLE,120VAC;120VAC;120VAC;120VAC;120VAC;120VAC,CONTROLLED 1;CONTROLLED 2;CONTROLLED 3;CONTROLLED 4;CONTROLLED 5;CONTROLLED 6,Product Revenue:Finish Phase Product Revenue,Product COGS:Finish Product COGS,1,,STRIP,0,0,0,,,,,,,FALSE,TRUE,TRUE
SNAP AV,WB-800VPS-IPVM-12,Power and Protection,IP Controlled,https://www.snapav.com/wcsstore/ExtendedSitesCatalogAssetStore/attachments/documents/PowerManagement/ManualsAndGuides/WattBox%20800%20Series%20Quick%20Start%20Guide.pdf,WB-800VPS-IPVM-12,AV Control and Distribution,SNAP AV:WB-800VPS-IPVM-12,"IP Controlled Vertical Power Conditioning Strip, 12 Outlet, 15A","Put power up and down a rack with our sleek, pro-grade aluminum WattBox Vertical Power Strip & Conditioner. IP-enabled, individually controllable and metered outlets give you advanced troubleshooting capabilities to cut down on service calls, saving you time and money. Rotated outlets and quick-clip mounting brackets are ideal for organizing power cords and clunky wall warts in a rack, cabinet, or work area. All of our IP WattBox products provide three lines of defense – Self-Healing Auto Reboot, OvrC End-User App, and OvrC Remote management – to fix small problems before they become a bigger hassle. Add in robust surge protection and compatibility with leading control systems, and you have a power conditioner built for every job in the queue.",FALSE,,Finish,0.5,749.95,359.96,749.95,TRUE,,SnapAV,,,FALSE,36.38,2.17,1.73,0,FALSE,12,12,120,1440,4913.28,,FALSE,,,RJ45;RJ45;RJ45;;C13 AC,DATA;DATA;DATA;;120VAC,NETWORK;ACCESSORY;UPS LINK;;POWER,RECEPTACLE;RECEPTACLE;RECEPTACLE;RECEPTACLE;RECEPTACLE;RECEPTACLE;RECEPTACLE;RECEPTACLE;RECEPTACLE;RECEPTACLE;RECEPTACLE;RECEPTACLE,120VAC;120VAC;120VAC;120VAC;120VAC;120VAC;120VAC;120VAC;120VAC;120VAC;120VAC;120VAC,CONTROLLED 1;CONTROLLED 2;CONTROLLED 3;CONTROLLED 4;CONTROLLED 5;CONTROLLED 6;CONTROLLED 7;CONTROLLED 8;CONTROLLED 9;CONTROLLED 10;CONTROLLED 11;CONTROLLED 12,Product Revenue:Finish Phase Product Revenue,Product COGS:Finish Product COGS,1,,STRIP,0,0,0,,,,,,,FALSE,TRUE,TRUE
SNAP AV,WB-800VPS-IPVM-18,Power and Protection,IP Controlled,https://www.snapav.com/wcsstore/ExtendedSitesCatalogAssetStore/attachments/documents/PowerManagement/ManualsAndGuides/WattBox%20800%20Series%20Quick%20Start%20Guide.pdf,WB-800VPS-IPVM-18,AV Control and Distribution,SNAP AV:WB-800VPS-IPVM-18,"IP Controlled Vertical Power Conditioning Strip, 18 Outlet, 15A","Put power up and down a rack with our sleek, pro-grade aluminum WattBox Vertical Power Strip & Conditioner. IP-enabled, individually controllable and metered outlets give you advanced troubleshooting capabilities to cut down on service calls, saving you time and money. Rotated outlets and quick-clip mounting brackets are ideal for organizing power cords and clunky wall warts in a rack, cabinet, or work area. All of our IP WattBox products provide three lines of defense – Self-Healing Auto Reboot, OvrC End-User App, and OvrC Remote management – to fix small problems before they become a bigger hassle. Add in robust surge protection and compatibility with leading control systems, and you have a power conditioner built for every job in the queue.",FALSE,,Finish,0.5,899.95,449.96,899.95,TRUE,,SnapAV,,,FALSE,50.16,2.17,1.73,0,FALSE,29,12,120,1440,4913.28,,FALSE,,,RJ45;RJ45;RJ45;;C13 AC,DATA;DATA;DATA;;120VAC,NETWORK;ACCESSORY;UPS LINK;;POWER,RECEPTACLE;RECEPTACLE;RECEPTACLE;RECEPTACLE;RECEPTACLE;RECEPTACLE;RECEPTACLE;RECEPTACLE;RECEPTACLE;RECEPTACLE;RECEPTACLE;RECEPTACLE;RECEPTACLE;RECEPTACLE;RECEPTACLE;RECEPTACLE;RECEPTACLE;RECEPTACLE,120VAC;120VAC;120VAC;120VAC;120VAC;120VAC;120VAC;120VAC;120VAC;120VAC;120VAC;120VAC;120VAC;120VAC;120VAC;120VAC;120VAC;120VAC,CONTROLLED 1;CONTROLLED 2;CONTROLLED 3;CONTROLLED 4;CONTROLLED 5;CONTROLLED 6;CONTROLLED 7;CONTROLLED 8;CONTROLLED 9;CONTROLLED 10;CONTROLLED 11;CONTROLLED 12;CONTROLLED 13;CONTROLLED 14;CONTROLLED 15;CONTROLLED 16;CONTROLLED 17;CONTROLLED 18,Product Revenue:Finish Phase Product Revenue,Product COGS:Finish Product COGS,1,,STRIP,0,0,0,,,,,,,FALSE,TRUE,TRUE
SNAP AV,WB-OVRC-UPS-1100-1,Power and Protection,UPS,https://www.snapav.com/wcsstore/ExtendedSitesCatalogAssetStore/attachments/documents/PowerManagement/ManualsAndGuides/WB-OVRC-UPS_Manual.pdf,WB-OVRC-UPS-1100-1,AV Control and Distribution,SNAP AV:WB-OVRC-UPS-1100-1,"UPS Battery Pack for IP Power Conditioners, 1100 VA","The WattBox UPS battery pack is loaded with features to help keep vital equipment up and running in the case of power loss. This Pure Sinewave UPS provides battery backup and full automatic voltage regulation (AVR) to prevent costly interruptions, as well as a 'Graceful Shutdown' of a connected PC via USB port. By using the single outlet to back up a WattBox IP power conditioner, you can receive system OvrC updates, which allow you to monitor power and perform basic functions like load shedding configuration. With this model, you’ll get a 1100 VA capacity, up to 3:30 minutes of battery backup at full load (900W), and at least 9 minutes of battery backup at 50% load (450W).",FALSE,,Finish,1,863.95,422.56,863.95,TRUE,,SnapAV,,,FALSE,3.5,17.24,16.4,48.3,TRUE,2,0,0,0,0,,FALSE,,,PHOENIX-2;;IEC,CTRL;;120VAC,EPO;;INPUT,RJ45;;RECEPTACLE,DATA;;120VAC,WATTBOX INTERFACE;;CONTROLLED 1,Product Revenue:Finish Phase Product Revenue,Product COGS:Finish Product COGS,1,,UPS,0,0,0,,,,,,,FALSE,TRUE,TRUE
SNAP AV,WB-OVRC-UPS-1500-1,Power and Protection,UPS,https://www.snapav.com/wcsstore/ExtendedSitesCatalogAssetStore/attachments/documents/PowerManagement/ManualsAndGuides/WB-OVRC-UPS_Manual.pdf,WB-OVRC-UPS-1500-1,AV Control and Distribution,SNAP AV:WB-OVRC-UPS-1500-1,"UPS Battery Pack for IP Power Conditioners, 1500 VA","The WattBox Uninterruptible Power Supply (UPS) battery pack is loaded with features to help keep vital equipment up and running in the case of power loss. This Pure Sinewave UPS provides battery backup and full automatic voltage regulation (AVR) to prevent costly interruptions, as well as a 'Graceful Shutdown' of a connected PC via USB port. By using the single outlet to back up a WattBox IP power conditioner, you can receive system OvrC updates, which allow you to monitor power and perform basic functions like load shedding configuration. With this model, you’ll get a 1500 VA capacity, up to 5:30 minutes of battery backup at full load (1200W), and 13:30 minutes of battery backup at 50% load (600W).",FALSE,,Finish,1,1056.7,528.21,1056.7,TRUE,,SnapAV,,,FALSE,3.5,17.24,20.08,48.3,TRUE,2,0,0,0,0,,FALSE,,,TERM-BLK;;C13 AC,CTRL;;120VAC,EPO;;POWER,RJ45;;NEMA,DATA;;120VAC,WATTBOX INTERFACE;;POWER,Product Revenue:Finish Phase Product Revenue,Product COGS:Finish Product COGS,1,,UPS,0,0,0,,,,,,,FALSE,TRUE,TRUE
SNAP AV,WB-OVRC-UPS-2000-1,Power and Protection,UPS,https://www.snapav.com/wcsstore/ExtendedSitesCatalogAssetStore/attachments/documents/PowerManagement/ManualsAndGuides/WB-OVRC-UPS_Manual.pdf,WB-OVRC-UPS-2000-1,AV Control and Distribution,SNAP AV:WB-OVRC-UPS-2000-1,"UPS Battery Pack for IP Power Conditioners, 2000 VA","The WattBox Uninterruptible Power Supply (UPS) battery pack is loaded with features to help keep vital equipment up and running in the case of power loss. This Pure Sinewave UPS provides battery backup and full automatic voltage regulation (AVR) to prevent costly interruptions, as well as a 'Graceful Shutdown' of a connected PC via USB port. By using the single outlet to back up a WattBox IP power conditioner, you can receive system OvrC updates, which allow you to monitor power and perform basic functions like load shedding configuration. With this model, you’ll get a 2000 VA capacity, up to 5:30 min of battery backup at full load (1560W), and 15:30 minutes of battery backup at 45% load (720W).",FALSE,,Finish,1,1300.18,633.86,1300.18,TRUE,,SnapAV,,,FALSE,3.5,17.24,20.08,54.8,TRUE,2,0,0,0,0,,FALSE,,,TERM-BLK;;C13 AC,CTRL;;120VAC,EPO;;POWER,RJ45;;NEMA,DATA;;120VAC,WATTBOX INTERFACE;;POWER,Product Revenue:Finish Phase Product Revenue,Product COGS:Finish Product COGS,1,,UPS,0,0,0,,,,,,,FALSE,TRUE,TRUE
SNAP AV,WB-PWR-360-6FT-BLK,Interconnect Cables,IEC,https://www.snapav.com/shop/en/snapav/wattbox-trade%3B-360-rotating-male-power-cord-with-3-prong-iec-socket---6-ft-wb-pwr-360-6ft-blk,WB-PWR-360-6FT-BLK,AV Control and Distribution,SNAP AV:WB-PWR-360-6FT-BLK,360 Rotating Male Power Cord with 3-Prong IEC Socket,"These Male Power Extension Cords are perfect for extending the length of power cables on hard-wired equipment. A flexible PVC jacket makes for easy routing inside a rack or cabinet, and these smart products work in standard or recessed outlets to provide plenty of flexibility for your installs.",FALSE,,Finish,0.25,43.59,15.35,43.59,TRUE,,SnapAV,,,FALSE,0,,,,FALSE,,,,,,,FALSE,AC PLUG,RECEPTACLE,,,,,,,Product Revenue:Finish Phase Product Revenue,Product COGS:Finish Product COGS,,,,0,0,0,,,,,,,FALSE,TRUE,TRUE
SNAP AV,WB-PWR-EXT-0.5FT-BLK,Interconnect Cables,Power,https://www.snapav.com/shop/en/snapav/power-strips/wattbox-trade%3B-male-power-extension-cord-with-3-prong-iec-socket---15-ft-wb-pwr-ext-15ft-blk,WB-PWR-EXT-0.5FT-BLK,AV Control and Distribution,SNAP AV:WB-PWR-EXT-0.5FT-BLK,"Male Power Extension Cord, 6","These Male Power Extension Cords are perfect for extending the length of power cables on hard-wired equipment. A flexible PVC jacket makes for easy routing inside a rack or cabinet, and these smart products work in standard or recessed outlets to provide plenty of flexibility for your installs.",FALSE,,Finish,0.25,19.35,5.63,19.35,TRUE,,SnapAV,,,FALSE,0,,,,FALSE,,,,,,,FALSE,AC PLUG,RECEPTACLE,,,,,,,Product Revenue:Finish Phase Product Revenue,Product COGS:Finish Product COGS,,,,0,0,0,,,,,,,FALSE,TRUE,TRUE
SNAP AV,WB-PWR-EXT-1.5FT-BLK,Interconnect Cables,Power,https://www.snapav.com/shop/en/snapav/power-strips/wattbox-trade%3B-male-power-extension-cord-with-3-prong-iec-socket---15-ft-wb-pwr-ext-15ft-blk,WB-PWR-EXT-1.5FT-BLK,AV Control and Distribution,SNAP AV:WB-PWR-EXT-1.5FT-BLK,"Male Power Extension Cord, 1.5ft","These Male Power Extension Cords are perfect for extending the length of power cables on hard-wired equipment. A flexible PVC jacket makes for easy routing inside a rack or cabinet, and these smart products work in standard or recessed outlets to provide plenty of flexibility for your installs.",FALSE,,Finish,0.25,29.05,9.57,29.05,TRUE,,SnapAV,,,FALSE,0,,,,FALSE,,,,,,,FALSE,AC PLUG,RECEPTACLE,,,,,,,Product Revenue:Finish Phase Product Revenue,Product COGS:Finish Product COGS,,,,0,0,0,,,,,,,FALSE,TRUE,TRUE
SNAP AV,WB-PWR-EXT-10FT-BLK,Interconnect Cables,Power,https://www.snapav.com/shop/en/snapav/power-strips/wattbox-trade%3B-male-power-extension-cord-with-3-prong-iec-socket---15-ft-wb-pwr-ext-15ft-blk,WB-PWR-EXT-10FT-BLK,AV Control and Distribution,SNAP AV:WB-PWR-EXT-10FT-BLK,"Male Power Extension Cord, 10ft","These Male Power Extension Cords are perfect for extending the length of power cables on hard-wired equipment. A flexible PVC jacket makes for easy routing inside a rack or cabinet, and these smart products work in standard or recessed outlets to provide plenty of flexibility for your installs.",FALSE,,Finish,0.25,48.35,17.15,48.35,TRUE,,SnapAV,,,FALSE,0,,,,FALSE,,,,,,,FALSE,AC PLUG,RECEPTACLE,,,,,,,Product Revenue:Finish Phase Product Revenue,Product COGS:Finish Product COGS,,,,0,0,0,,,,,,,FALSE,TRUE,TRUE
SNAP AV,WB-PWR-EXT360-0.5FT,Interconnect Cables,Power,http://www.snapav.com/p-1553-WB-100-PS-6.aspx,WB-PWR-EXT360-0.5FT,AV Control and Distribution,SNAP AV:WB-PWR-EXT360-0.5FT,"360 Rotating Male Power Extension Cord with 3-Prong Extension, 6","When wall mounting today’s low-profile TVs, depth is at a premium. That’s why bulky, factory installed power cords just won’t cut it. This short, 360-degree extension cord reduces the required depth to about an inch, so your super slim TV looks svelte on the wall too. It’s also perfect for using behind low-boys and armoires, or your commercial-style credenzas.",FALSE,,Finish,0.25,20.54,8.19,20.54,TRUE,,SnapAV,,,FALSE,0,,,,FALSE,,,,,,,FALSE,AC PLUG,RECEPTACLE,,,,,,,Product Revenue:Finish Phase Product Revenue,Product COGS:Finish Product COGS,,,,0,0,0,,,,,,,FALSE,TRUE,TRUE
SNAP AV,WB-PWR-EXT360-15FT,Interconnect Cables,Power,https://www.snapav.com/shop/en/snapav/power-strips/wattbox-reg%3B-360-deg%3B-rotating-male-power-cord-w--3-prong-extension---15-ft-wb-pwr-ext360-15ft--1,WB-PWR-EXT360-15FT,AV Control and Distribution,SNAP AV:WB-PWR-EXT360-15FT,"361 Rotating Male Power Extension Cord with 3-Prong Extension, 15ft","When wall mounting today’s low-profile TVs, depth is at a premium. That’s why bulky, factory installed power cords just won’t cut it. This short, 360-degree extension cord reduces the required depth to about an inch, so your super slim TV looks svelte on the wall too. It’s also perfect for using behind low-boys and armoires, or your commercial-style credenzas.",FALSE,,Finish,0.25,54.72,22.46,54.72,TRUE,,SnapAV,,,FALSE,0,,,,FALSE,,,,,,,FALSE,AC PLUG,RECEPTACLE,,,,,,,Product Revenue:Finish Phase Product Revenue,Product COGS:Finish Product COGS,,,,0,0,0,,,,,,,FALSE,TRUE,TRUE
SNAP AV,WB-PWR-EXT360-3FT,Interconnect Cables,Power,https://www.snapav.com/shop/en/snapav/power-strips/wattbox-reg%3B-360-deg%3B-rotating-male-power-cord-w--3-prong-extension---3-ft-wb-pwr-ext360-3ft,WB-PWR-EXT360-3FT,AV Control and Distribution,SNAP AV:WB-PWR-EXT360-3FT,"362 Rotating Male Power Extension Cord with 3-Prong Extension, 3ft","When wall mounting today’s low-profile TVs, depth is at a premium. That’s why bulky, factory installed power cords just won’t cut it. This short, 360-degree extension cord reduces the required depth to about an inch, so your super slim TV looks svelte on the wall too. It’s also perfect for using behind low-boys and armoires, or your commercial-style credenzas.",FALSE,,Finish,0.25,36.32,12.74,36.32,TRUE,,SnapAV,,,FALSE,0,,,,FALSE,,,,,,,FALSE,AC PLUG,RECEPTACLE,,,,,,,Product Revenue:Finish Phase Product Revenue,Product COGS:Finish Product COGS,,,,0,0,0,,,,,,,FALSE,TRUE,TRUE
